Angulo_grados,Bs_trans_efectivo,Modo_Detectores,NumTest,CoinWin_ns,Tp_us,NG_testigo,NGT_transmitido,NGR_reflejado,NGTR_coincidencia_triple,g2_calculado,estadistica_insuficiente
0.0,1.0,2,1,5.0,500000.0,,855,6,4,0.779727,False
0.0,1.0,3,1,5.0,500000.0,206,212,7,2,0.277628,False
1.0,0.998782,2,1,5.0,500000.0,,849,4,4,1.177856,False
1.0,0.998782,3,1,5.0,500000.0,207,207,3,0,0.0,False
2.0,0.995134,2,1,5.0,500000.0,,853,11,11,1.172333,False
2.0,0.995134,3,1,5.0,500000.0,227,227,9,2,0.222222,False
3.0,0.989074,2,1,5.0,500000.0,,847,12,9,0.885478,False
3.0,0.989074,3,1,5.0,500000.0,245,240,13,3,0.235577,False
4.0,0.980631,2,1,5.0,500000.0,,847,20,18,1.062574,False
4.0,0.980631,3,1,5.0,500000.0,225,211,12,3,0.266588,False
5.0,0.969846,2,1,5.0,500000.0,,813,34,29,1.049128,False
5.0,0.969846,3,1,5.0,500000.0,231,212,18,0,0.0,False
6.0,0.956773,2,1,5.0,500000.0,,807,45,40,1.101473,False
6.0,0.956773,3,1,5.0,500000.0,217,200,20,1,0.05425,False
7.0,0.941474,2,1,5.0,500000.0,,782,49,38,0.991701,False
7.0,0.941474,3,1,5.0,500000.0,210,207,16,0,0.0,False
8.0,0.924024,2,1,5.0,500000.0,,795,65,57,1.103048,False
8.0,0.924024,3,1,5.0,500000.0,235,219,19,0,0.0,False
9.0,0.904508,2,1,5.0,500000.0,,765,80,57,0.931373,False
9.0,0.904508,3,1,5.0,500000.0,215,205,27,1,0.038844,False
10.0,0.883022,2,1,5.0,500000.0,,732,95,71,1.020995,False
10.0,0.883022,3,1,5.0,500000.0,218,200,33,3,0.099091,False
11.0,0.85967,2,1,5.0,500000.0,,725,121,99,1.128527,False
11.0,0.85967,3,1,5.0,500000.0,214,186,44,3,0.078446,False
12.0,0.834565,2,1,5.0,500000.0,,717,164,116,0.986495,False
12.0,0.834565,3,1,5.0,500000.0,190,154,41,4,0.120367,False
13.0,0.807831,2,1,5.0,500000.0,,685,182,127,1.018689,False
13.0,0.807831,3,1,5.0,500000.0,209,188,43,2,0.051707,False
14.0,0.779596,2,1,5.0,500000.0,,667,186,126,1.015621,False
14.0,0.779596,3,1,5.0,500000.0,225,186,48,1,0.025202,False
15.0,0.75,2,1,5.0,500000.0,,661,222,141,0.96087,False
15.0,0.75,3,1,5.0,500000.0,229,173,56,1,0.023637,False
16.0,0.719186,2,1,5.0,500000.0,,632,230,139,0.956247,False
16.0,0.719186,3,1,5.0,500000.0,243,162,74,0,0.0,False
17.0,0.687303,2,1,5.0,500000.0,,577,260,148,0.986535,False
17.0,0.687303,3,1,5.0,500000.0,250,157,92,1,0.017308,False
18.0,0.654508,2,1,5.0,500000.0,,563,306,171,0.992582,False
18.0,0.654508,3,1,5.0,500000.0,216,147,86,3,0.051258,False
19.0,0.620961,2,1,5.0,500000.0,,517,348,175,0.972676,False
19.0,0.620961,3,1,5.0,500000.0,256,152,95,1,0.017729,False
20.0,0.586824,2,1,5.0,500000.0,,508,347,196,1.111893,False
20.0,0.586824,3,1,5.0,500000.0,212,148,94,3,0.045716,False
21.0,0.552264,2,1,5.0,500000.0,,469,399,191,1.020675,False
21.0,0.552264,3,1,5.0,500000.0,220,118,112,2,0.033293,False
22.0,0.51745,2,1,5.0,500000.0,,451,408,200,1.086909,False
22.0,0.51745,3,1,5.0,500000.0,221,116,120,4,0.063506,False
23.0,0.48255,2,1,5.0,500000.0,,424,454,196,1.018203,False
23.0,0.48255,3,1,5.0,500000.0,238,121,127,2,0.030975,False
24.0,0.447736,2,1,5.0,500000.0,,385,459,172,0.973319,False
24.0,0.447736,3,1,5.0,500000.0,207,102,114,1,0.017802,False
25.0,0.413176,2,1,5.0,500000.0,,348,508,179,1.012535,False
25.0,0.413176,3,1,5.0,500000.0,219,99,128,1,0.017282,False
26.0,0.379039,2,1,5.0,500000.0,,314,560,187,1.063467,False
26.0,0.379039,3,1,5.0,500000.0,209,68,141,3,0.065394,False
27.0,0.345492,2,1,5.0,500000.0,,291,552,149,0.927586,False
27.0,0.345492,3,1,5.0,500000.0,219,73,152,3,0.059211,False
28.0,0.312697,2,1,5.0,500000.0,,295,592,155,0.88754,False
28.0,0.312697,3,1,5.0,500000.0,233,77,168,1,0.018012,False
29.0,0.280814,2,1,5.0,500000.0,,233,636,152,1.025724,False
29.0,0.280814,3,1,5.0,500000.0,232,74,176,3,0.05344,False
30.0,0.25,2,1,5.0,500000.0,,220,640,132,0.9375,False
30.0,0.25,3,1,5.0,500000.0,215,72,156,1,0.019142,False
31.0,0.220404,2,1,5.0,500000.0,,218,665,147,1.014003,False
31.0,0.220404,3,1,5.0,500000.0,222,55,172,0,0.0,False
32.0,0.192169,2,1,5.0,500000.0,,167,666,113,1.015986,False
32.0,0.192169,3,1,5.0,500000.0,223,69,171,2,0.0378,False
33.0,0.165435,2,1,5.0,500000.0,,160,725,119,1.025862,False
33.0,0.165435,3,1,5.0,500000.0,229,47,183,0,0.0,False
34.0,0.14033,2,1,5.0,500000.0,,134,731,95,0.969843,False
34.0,0.14033,3,1,5.0,500000.0,220,33,176,0,0.0,False
35.0,0.116978,2,1,5.0,500000.0,,108,750,79,0.975309,False
35.0,0.116978,3,1,5.0,500000.0,243,27,221,2,0.081448,False
36.0,0.095492,2,1,5.0,500000.0,,89,749,65,0.975083,False
36.0,0.095492,3,1,5.0,500000.0,217,20,212,0,0.0,False
37.0,0.075976,2,1,5.0,500000.0,,69,783,53,0.980991,False
37.0,0.075976,3,1,5.0,500000.0,245,28,234,2,0.074786,False
38.0,0.058526,2,1,5.0,500000.0,,63,798,56,1.113896,False
38.0,0.058526,3,1,5.0,500000.0,194,22,196,1,0.044991,False
