Angulo_grados,Bs_trans_efectivo,Modo_Detectores,NumTest,CoinWin_ns,Tp_us,NG_testigo,NGT_transmitido,NGR_reflejado,NGTR_coincidencia_triple,g2_calculado,estadistica_insuficiente
0.0,1.0,2,1,5.0,500000.0,,203,3,1,1.642036,False
0.0,1.0,3,1,5.0,500000.0,230,220,6,1,0.174242,False
1.0,0.998782,2,1,5.0,500000.0,,195,7,1,0.732601,False
1.0,0.998782,3,1,5.0,500000.0,190,194,9,1,0.10882,False
2.0,0.995134,2,1,5.0,500000.0,,213,7,1,0.670691,False
2.0,0.995134,3,1,5.0,500000.0,221,214,10,2,0.206542,False
3.0,0.989074,2,1,5.0,500000.0,,219,6,1,0.761035,False
3.0,0.989074,3,1,5.0,500000.0,243,240,6,2,0.3375,False
4.0,0.980631,2,1,5.0,500000.0,,236,12,3,1.059322,False
4.0,0.980631,3,1,5.0,500000.0,217,222,10,1,0.097748,False
5.0,0.969846,2,1,5.0,500000.0,,206,17,2,0.571102,False
5.0,0.969846,3,1,5.0,500000.0,204,208,12,0,0.0,False
6.0,0.956773,2,1,5.0,500000.0,,210,20,4,0.952381,False
6.0,0.956773,3,1,5.0,500000.0,204,190,22,2,0.097608,False
7.0,0.941474,2,1,5.0,500000.0,,232,24,1,0.179598,False
7.0,0.941474,3,1,5.0,500000.0,235,221,26,2,0.081796,False
8.0,0.924024,2,1,5.0,500000.0,,236,25,5,0.847458,False
8.0,0.924024,3,1,5.0,500000.0,217,195,23,2,0.096767,False
9.0,0.904508,2,1,5.0,500000.0,,194,28,3,0.552283,False
9.0,0.904508,3,1,5.0,500000.0,213,187,28,1,0.04068,False
10.0,0.883022,2,1,5.0,500000.0,,205,29,3,0.504626,False
10.0,0.883022,3,1,5.0,500000.0,203,199,30,2,0.068007,False
11.0,0.85967,2,1,5.0,500000.0,,215,34,2,0.273598,False
11.0,0.85967,3,1,5.0,500000.0,217,177,42,0,0.0,False
12.0,0.834565,2,1,5.0,500000.0,,188,43,2,0.247402,False
12.0,0.834565,3,1,5.0,500000.0,225,201,48,3,0.069963,False
13.0,0.807831,2,1,5.0,500000.0,,165,45,1,0.13468,False
13.0,0.807831,3,1,5.0,500000.0,209,162,45,2,0.057339,False
14.0,0.779596,2,1,5.0,500000.0,,169,47,1,0.125897,False
14.0,0.779596,3,1,5.0,500000.0,227,172,59,2,0.044738,False
15.0,0.75,2,1,5.0,500000.0,,170,51,1,0.11534,False
15.0,0.75,3,1,5.0,500000.0,199,157,47,1,0.026968,False
16.0,0.719186,2,1,5.0,500000.0,,161,66,0,0.0,False
16.0,0.719186,3,1,5.0,500000.0,230,175,67,2,0.039232,False
17.0,0.687303,2,1,5.0,500000.0,,170,69,0,0.0,False
17.0,0.687303,3,1,5.0,500000.0,240,165,78,1,0.018648,False
18.0,0.654508,2,1,5.0,500000.0,,158,92,1,0.068795,False
18.0,0.654508,3,1,5.0,500000.0,214,152,85,3,0.04969,False
19.0,0.620961,2,1,5.0,500000.0,,156,85,5,0.377074,False
19.0,0.620961,3,1,5.0,500000.0,224,157,83,1,0.01719,False
20.0,0.586824,2,1,5.0,500000.0,,113,113,0,0.0,False
20.0,0.586824,3,1,5.0,500000.0,247,143,102,3,0.050802,False
21.0,0.552264,2,1,5.0,500000.0,,131,108,2,0.141363,False
21.0,0.552264,3,1,5.0,500000.0,215,124,106,1,0.016357,False
22.0,0.51745,2,1,5.0,500000.0,,113,125,2,0.141593,False
22.0,0.51745,3,1,5.0,500000.0,216,116,106,2,0.035133,False
23.0,0.48255,2,1,5.0,500000.0,,99,133,1,0.075947,False
23.0,0.48255,3,1,5.0,500000.0,214,95,131,2,0.034391,False
24.0,0.447736,2,1,5.0,500000.0,,127,124,3,0.1905,False
24.0,0.447736,3,1,5.0,500000.0,216,108,116,2,0.034483,False
25.0,0.413176,2,1,5.0,500000.0,,79,134,5,0.472322,False
25.0,0.413176,3,1,5.0,500000.0,214,83,136,1,0.018958,False
26.0,0.379039,2,1,5.0,500000.0,,96,105,4,0.396825,False
26.0,0.379039,3,1,5.0,500000.0,251,104,155,1,0.015571,False
27.0,0.345492,2,1,5.0,500000.0,,80,142,4,0.352113,False
27.0,0.345492,3,1,5.0,500000.0,228,67,160,0,0.0,False
28.0,0.312697,2,1,5.0,500000.0,,85,146,3,0.241741,False
