Angulo_grados,Bs_trans_efectivo,Modo_Detectores,NumTest,CoinWin_ns,Tp_us,NG_testigo,NGT_transmitido,NGR_reflejado,NGTR_coincidencia_triple,g2_calculado,estadistica_insuficiente
0.0,1.0,2,1,5.0,500000.0,,856,12,12,1.168224,False
0.0,1.0,3,1,5.0,500000.0,220,227,6,2,0.323054,False
1.0,0.998782,2,1,5.0,500000.0,,842,8,8,1.187648,False
1.0,0.998782,3,1,5.0,500000.0,217,214,7,4,0.579439,False
2.0,0.995134,2,1,5.0,500000.0,,843,15,12,0.948992,False
2.0,0.995134,3,1,5.0,500000.0,238,224,6,0,0.0,False
3.0,0.989074,2,1,5.0,500000.0,,843,11,10,1.0784,False
3.0,0.989074,3,1,5.0,500000.0,214,217,12,3,0.246544,False
4.0,0.980631,2,1,5.0,500000.0,,840,21,17,0.963719,False
4.0,0.980631,3,1,5.0,500000.0,221,213,24,5,0.216158,False
5.0,0.969846,2,1,5.0,500000.0,,839,24,23,1.142233,False
5.0,0.969846,3,1,5.0,500000.0,205,214,11,3,0.261257,False
6.0,0.956773,2,1,5.0,500000.0,,822,51,41,0.978007,False
6.0,0.956773,3,1,5.0,500000.0,196,184,16,1,0.066576,False
7.0,0.941474,2,1,5.0,500000.0,,795,74,59,1.00289,False
7.0,0.941474,3,1,5.0,500000.0,234,215,24,4,0.181395,False
8.0,0.924024,2,1,5.0,500000.0,,800,82,70,1.067073,False
8.0,0.924024,3,1,5.0,500000.0,228,211,22,2,0.098234,False
9.0,0.904508,2,1,5.0,500000.0,,800,81,67,1.033951,False
9.0,0.904508,3,1,5.0,500000.0,204,177,31,0,0.0,False
10.0,0.883022,2,1,5.0,500000.0,,778,115,82,0.916508,False
10.0,0.883022,3,1,5.0,500000.0,229,210,35,3,0.093469,False
11.0,0.85967,2,1,5.0,500000.0,,735,106,77,0.98832,False
11.0,0.85967,3,1,5.0,500000.0,220,174,44,2,0.057471,False
12.0,0.834565,2,1,5.0,500000.0,,736,136,106,1.058983,False
12.0,0.834565,3,1,5.0,500000.0,231,193,34,2,0.070405,False
13.0,0.807831,2,1,5.0,500000.0,,685,172,116,0.984553,False
13.0,0.807831,3,1,5.0,500000.0,196,170,48,3,0.072059,False
14.0,0.779596,2,1,5.0,500000.0,,678,191,128,0.988432,False
14.0,0.779596,3,1,5.0,500000.0,193,160,62,4,0.077823,False
15.0,0.75,2,1,5.0,500000.0,,621,194,122,1.012667,False
15.0,0.75,3,1,5.0,500000.0,210,150,64,1,0.021875,False
16.0,0.719186,2,1,5.0,500000.0,,607,221,134,0.998904,False
16.0,0.719186,3,1,5.0,500000.0,205,143,65,1,0.022055,False
17.0,0.687303,2,1,5.0,500000.0,,590,273,148,0.918855,False
17.0,0.687303,3,1,5.0,500000.0,240,155,85,1,0.018216,False
18.0,0.654508,2,1,5.0,500000.0,,520,292,160,1.053741,False
18.0,0.654508,3,1,5.0,500000.0,211,143,86,1,0.017157,False
19.0,0.620961,2,1,5.0,500000.0,,523,328,164,0.956023,False
19.0,0.620961,3,1,5.0,500000.0,227,139,85,2,0.038426,False
20.0,0.586824,2,1,5.0,500000.0,,485,353,171,0.998803,False
20.0,0.586824,3,1,5.0,500000.0,218,137,101,0,0.0,False
21.0,0.552264,2,1,5.0,500000.0,,467,371,182,1.050463,False
21.0,0.552264,3,1,5.0,500000.0,203,116,85,4,0.082353,False
22.0,0.51745,2,1,5.0,500000.0,,477,418,200,1.003079,False
22.0,0.51745,3,1,5.0,500000.0,215,108,109,1,0.018264,False
23.0,0.48255,2,1,5.0,500000.0,,424,435,167,0.905444,False
23.0,0.48255,3,1,5.0,500000.0,207,86,115,4,0.083721,False
24.0,0.447736,2,1,5.0,500000.0,,394,436,169,0.983794,False
24.0,0.447736,3,1,5.0,500000.0,213,102,121,1,0.017258,False
25.0,0.413176,2,1,5.0,500000.0,,348,483,166,0.987601,False
25.0,0.413176,3,1,5.0,500000.0,216,94,138,2,0.033302,False
26.0,0.379039,2,1,5.0,500000.0,,312,523,163,0.998921,False
26.0,0.379039,3,1,5.0,500000.0,224,90,138,3,0.054106,False
27.0,0.345492,2,1,5.0,500000.0,,300,559,153,0.912343,False
27.0,0.345492,3,1,5.0,500000.0,225,83,144,3,0.056476,False
28.0,0.312697,2,1,5.0,500000.0,,265,598,164,1.034896,False
28.0,0.312697,3,1,5.0,500000.0,215,81,144,2,0.036866,False
29.0,0.280814,2,1,5.0,500000.0,,245,616,159,1.053538,False
29.0,0.280814,3,1,5.0,500000.0,210,79,143,4,0.074356,False
30.0,0.25,2,1,5.0,500000.0,,229,658,150,0.995474,False
30.0,0.25,3,1,5.0,500000.0,202,51,148,0,0.0,False
31.0,0.220404,2,1,5.0,500000.0,,203,672,135,0.98962,False
31.0,0.220404,3,1,5.0,500000.0,234,57,174,2,0.047187,False
32.0,0.192169,2,1,5.0,500000.0,,193,679,136,1.037796,False
32.0,0.192169,3,1,5.0,500000.0,231,45,185,1,0.027748,False
33.0,0.165435,2,1,5.0,500000.0,,154,725,112,1.003135,False
33.0,0.165435,3,1,5.0,500000.0,224,51,185,4,0.094966,False
34.0,0.14033,2,1,5.0,500000.0,,125,742,101,1.088949,False
34.0,0.14033,3,1,5.0,500000.0,219,36,191,2,0.0637,False
35.0,0.116978,2,1,5.0,500000.0,,102,759,75,0.968767,False
35.0,0.116978,3,1,5.0,500000.0,202,35,193,9,0.269134,False
36.0,0.095492,2,1,5.0,500000.0,,106,746,75,0.948455,False
36.0,0.095492,3,1,5.0,500000.0,227,29,207,1,0.037814,False
37.0,0.075976,2,1,5.0,500000.0,,72,795,60,1.048218,False
37.0,0.075976,3,1,5.0,500000.0,205,22,196,2,0.095083,False
38.0,0.058526,2,1,5.0,500000.0,,51,787,42,1.046416,False
38.0,0.058526,3,1,5.0,500000.0,209,20,206,4,0.202913,False
39.0,0.043227,2,1,5.0,500000.0,,45,830,38,1.017403,False
39.0,0.043227,3,1,5.0,500000.0,208,27,209,2,0.07372,False
40.0,0.030154,2,1,5.0,500000.0,,25,817,21,1.028152,False
40.0,0.030154,3,1,5.0,500000.0,229,13,214,1,0.082315,False
41.0,0.019369,2,1,5.0,500000.0,,20,804,15,0.932836,False
41.0,0.019369,3,1,5.0,500000.0,226,16,213,1,0.066315,False
42.0,0.010926,2,1,5.0,500000.0,,21,849,21,1.177856,False
42.0,0.010926,3,1,5.0,500000.0,218,17,210,4,0.244258,False
43.0,0.004866,2,1,5.0,500000.0,,10,853,7,0.820633,False
43.0,0.004866,3,1,5.0,500000.0,219,11,222,0,0.0,False
44.0,0.001218,2,1,5.0,500000.0,,5,830,5,1.204819,False
44.0,0.001218,3,1,5.0,500000.0,219,5,229,0,0.0,False
45.0,0.0,2,1,5.0,500000.0,,7,849,5,0.841326,False
45.0,0.0,3,1,5.0,500000.0,239,14,227,5,0.376023,False
46.0,0.001218,2,1,5.0,500000.0,,13,837,10,0.919033,False
46.0,0.001218,3,1,5.0,500000.0,222,6,227,0,0.0,False
47.0,0.004866,2,1,5.0,500000.0,,12,843,7,0.691973,False
47.0,0.004866,3,1,5.0,500000.0,223,6,218,2,0.340979,False
48.0,0.010926,2,1,5.0,500000.0,,20,851,17,0.998825,False
48.0,0.010926,3,1,5.0,500000.0,225,9,217,2,0.230415,False
49.0,0.019369,2,1,5.0,500000.0,,31,850,28,1.062619,False
49.0,0.019369,3,1,5.0,500000.0,210,15,212,4,0.264151,False
50.0,0.030154,2,1,5.0,500000.0,,30,841,23,0.911613,False
50.0,0.030154,3,1,5.0,500000.0,217,16,226,1,0.060011,False
51.0,0.043227,2,1,5.0,500000.0,,43,805,35,1.011122,False
51.0,0.043227,3,1,5.0,500000.0,244,13,215,1,0.087299,False
52.0,0.058526,2,1,5.0,500000.0,,64,814,55,1.055743,False
52.0,0.058526,3,1,5.0,500000.0,210,26,192,1,0.042067,False
53.0,0.075976,2,1,5.0,500000.0,,68,808,56,1.01922,False
53.0,0.075976,3,1,5.0,500000.0,219,26,187,1,0.045043,False
54.0,0.095492,2,1,5.0,500000.0,,96,759,73,1.001866,False
54.0,0.095492,3,1,5.0,500000.0,209,33,192,2,0.065972,False
55.0,0.116978,2,1,5.0,500000.0,,110,753,85,1.026198,False
55.0,0.116978,3,1,5.0,500000.0,227,46,191,5,0.129183,False
56.0,0.14033,2,1,5.0,500000.0,,147,723,110,1.034992,False
56.0,0.14033,3,1,5.0,500000.0,225,48,190,2,0.049342,False
57.0,0.165435,2,1,5.0,500000.0,,126,701,88,0.996309,False
57.0,0.165435,3,1,5.0,500000.0,219,41,189,0,0.0,False
58.0,0.192169,2,1,5.0,500000.0,,161,687,110,0.994512,False
58.0,0.192169,3,1,5.0,500000.0,230,38,197,2,0.061448,False
59.0,0.220404,2,1,5.0,500000.0,,213,662,131,0.929038,False
59.0,0.220404,3,1,5.0,500000.0,216,65,161,4,0.082561,False
60.0,0.25,2,1,5.0,500000.0,,213,630,130,0.968776,False
60.0,0.25,3,1,5.0,500000.0,224,61,179,0,0.0,False
61.0,0.280814,2,1,5.0,500000.0,,236,603,152,1.068106,False
61.0,0.280814,3,1,5.0,500000.0,222,64,172,2,0.040334,False
62.0,0.312697,2,1,5.0,500000.0,,274,575,149,0.945732,False
62.0,0.312697,3,1,5.0,500000.0,229,76,159,2,0.037901,False
63.0,0.345492,2,1,5.0,500000.0,,290,564,161,0.984348,False
