Angulo_grados,Bs_trans_efectivo,Modo_Detectores,NumTest,CoinWin_ns,Tp_us,NG_testigo,NGT_transmitido,NGR_reflejado,NGTR_coincidencia_triple,g2_calculado,estadistica_insuficiente
0.0,1.0,2,1,5.0,500000.0,,212,6,1,0.786164,False
0.0,1.0,3,1,5.0,500000.0,240,233,12,2,0.171674,False
1.0,0.998782,2,1,5.0,500000.0,,233,6,2,1.430615,False
1.0,0.998782,3,1,5.0,500000.0,212,215,7,2,0.281728,False
2.0,0.995134,2,1,5.0,500000.0,,232,8,4,2.155172,False
2.0,0.995134,3,1,5.0,500000.0,229,227,10,1,0.100881,False
3.0,0.989074,2,1,5.0,500000.0,,233,11,2,0.780336,False
3.0,0.989074,3,1,5.0,500000.0,206,207,11,1,0.09047,False
4.0,0.980631,2,1,5.0,500000.0,,211,12,1,0.394945,False
4.0,0.980631,3,1,5.0,500000.0,227,226,14,1,0.071745,False
5.0,0.969846,2,1,5.0,500000.0,,196,18,4,1.133787,False
5.0,0.969846,3,1,5.0,500000.0,207,215,14,0,0.0,False
6.0,0.956773,2,1,5.0,500000.0,,193,13,1,0.398565,False
6.0,0.956773,3,1,5.0,500000.0,206,219,16,2,0.11758,False
7.0,0.941474,2,1,5.0,500000.0,,208,19,3,0.759109,False
7.0,0.941474,3,1,5.0,500000.0,216,216,16,1,0.0625,False
8.0,0.924024,2,1,5.0,500000.0,,211,25,2,0.379147,False
8.0,0.924024,3,1,5.0,500000.0,209,203,18,1,0.057198,False
9.0,0.904508,2,1,5.0,500000.0,,219,24,2,0.380518,False
9.0,0.904508,3,1,5.0,500000.0,231,207,27,2,0.082662,False
10.0,0.883022,2,1,5.0,500000.0,,182,32,3,0.51511,False
10.0,0.883022,3,1,5.0,500000.0,218,189,40,2,0.057672,False
11.0,0.85967,2,1,5.0,500000.0,,192,41,3,0.381098,False
11.0,0.85967,3,1,5.0,500000.0,206,184,34,2,0.065857,False
12.0,0.834565,2,1,5.0,500000.0,,188,47,2,0.226347,False
12.0,0.834565,3,1,5.0,500000.0,230,206,40,3,0.083738,False
13.0,0.807831,2,1,5.0,500000.0,,192,43,1,0.121124,False
13.0,0.807831,3,1,5.0,500000.0,219,178,47,2,0.052355,False
14.0,0.779596,2,1,5.0,500000.0,,168,55,3,0.324675,False
14.0,0.779596,3,1,5.0,500000.0,231,175,59,1,0.022373,False
15.0,0.75,2,1,5.0,500000.0,,159,68,2,0.18498,False
15.0,0.75,3,1,5.0,500000.0,215,162,59,0,0.0,False
16.0,0.719186,2,1,5.0,500000.0,,150,65,0,0.0,False
16.0,0.719186,3,1,5.0,500000.0,214,154,66,2,0.042109,False
17.0,0.687303,2,1,5.0,500000.0,,149,59,0,0.0,False
17.0,0.687303,3,1,5.0,500000.0,212,153,77,1,0.017995,False
18.0,0.654508,2,1,5.0,500000.0,,140,88,7,0.568182,False
18.0,0.654508,3,1,5.0,500000.0,211,140,84,5,0.089711,False
19.0,0.620961,2,1,5.0,500000.0,,146,72,2,0.190259,False
19.0,0.620961,3,1,5.0,500000.0,223,143,85,0,0.0,False
20.0,0.586824,2,1,5.0,500000.0,,126,114,1,0.069618,False
20.0,0.586824,3,1,5.0,500000.0,223,131,108,3,0.047286,False
21.0,0.552264,2,1,5.0,500000.0,,113,95,0,0.0,False
21.0,0.552264,3,1,5.0,500000.0,207,134,93,3,0.049831,False
22.0,0.51745,2,1,5.0,500000.0,,115,109,3,0.23933,False
22.0,0.51745,3,1,5.0,500000.0,201,109,111,2,0.033226,False
23.0,0.48255,2,1,5.0,500000.0,,111,131,0,0.0,False
23.0,0.48255,3,1,5.0,500000.0,189,102,91,1,0.020362,False
24.0,0.447736,2,1,5.0,500000.0,,100,115,0,0.0,False
24.0,0.447736,3,1,5.0,500000.0,231,102,146,4,0.062047,False
25.0,0.413176,2,1,5.0,500000.0,,85,150,2,0.156863,False
25.0,0.413176,3,1,5.0,500000.0,214,97,123,1,0.017936,False
26.0,0.379039,2,1,5.0,500000.0,,95,146,3,0.216294,False
26.0,0.379039,3,1,5.0,500000.0,225,101,137,4,0.065043,False
27.0,0.345492,2,1,5.0,500000.0,,81,134,0,0.0,False
27.0,0.345492,3,1,5.0,500000.0,223,82,153,3,0.053324,False
28.0,0.312697,2,1,5.0,500000.0,,58,180,1,0.095785,False
28.0,0.312697,3,1,5.0,500000.0,211,56,151,1,0.024953,False
29.0,0.280814,2,1,5.0,500000.0,,70,157,0,0.0,False
29.0,0.280814,3,1,5.0,500000.0,245,77,175,2,0.036364,False
30.0,0.25,2,1,5.0,500000.0,,66,156,1,0.097125,False
30.0,0.25,3,1,5.0,500000.0,221,50,172,4,0.102791,False
31.0,0.220404,2,1,5.0,500000.0,,52,181,3,0.318742,False
31.0,0.220404,3,1,5.0,500000.0,213,53,163,2,0.049311,False
32.0,0.192169,2,1,5.0,500000.0,,48,180,1,0.115741,False
32.0,0.192169,3,1,5.0,500000.0,215,41,176,2,0.05959,False
33.0,0.165435,2,1,5.0,500000.0,,39,169,3,0.455166,False
33.0,0.165435,3,1,5.0,500000.0,226,42,203,4,0.106029,False
