Angulo_grados,Bs_trans_efectivo,Modo_Detectores,NumTest,CoinWin_ns,Tp_us,NG_testigo,NGT_transmitido,NGR_reflejado,NGTR_coincidencia_triple,g2_calculado,estadistica_insuficiente
0.0,1.0,2,1,5.0,500000.0,,220,12,3,1.136364,False
0.0,1.0,3,1,5.0,500000.0,230,226,5,2,0.40708,False
1.0,0.998782,2,1,5.0,500000.0,,208,7,2,1.373626,False
1.0,0.998782,3,1,5.0,500000.0,228,226,6,1,0.168142,False
2.0,0.995134,2,1,5.0,500000.0,,215,12,0,0.0,False
2.0,0.995134,3,1,5.0,500000.0,210,212,9,2,0.220126,False
3.0,0.989074,2,1,5.0,500000.0,,204,12,2,0.816993,False
3.0,0.989074,3,1,5.0,500000.0,225,219,10,2,0.205479,False
4.0,0.980631,2,1,5.0,500000.0,,218,9,0,0.0,False
4.0,0.980631,3,1,5.0,500000.0,214,228,8,0,0.0,False
5.0,0.969846,2,1,5.0,500000.0,,202,16,2,0.618812,False
5.0,0.969846,3,1,5.0,500000.0,218,205,7,0,0.0,False
6.0,0.956773,2,1,5.0,500000.0,,195,22,2,0.4662,False
6.0,0.956773,3,1,5.0,500000.0,221,205,22,3,0.147007,False
7.0,0.941474,2,1,5.0,500000.0,,212,16,1,0.294811,False
7.0,0.941474,3,1,5.0,500000.0,214,210,22,1,0.04632,False
8.0,0.924024,2,1,5.0,500000.0,,203,17,0,0.0,False
8.0,0.924024,3,1,5.0,500000.0,220,204,33,1,0.03268,False
9.0,0.904508,2,1,5.0,500000.0,,197,31,0,0.0,False
9.0,0.904508,3,1,5.0,500000.0,202,180,22,3,0.15303,False
10.0,0.883022,2,1,5.0,500000.0,,202,41,4,0.482975,False
10.0,0.883022,3,1,5.0,500000.0,224,206,30,2,0.072492,False
11.0,0.85967,2,1,5.0,500000.0,,204,36,5,0.680828,False
11.0,0.85967,3,1,5.0,500000.0,222,174,47,0,0.0,False
12.0,0.834565,2,1,5.0,500000.0,,181,39,2,0.283326,False
12.0,0.834565,3,1,5.0,500000.0,227,182,55,1,0.022677,False
13.0,0.807831,2,1,5.0,500000.0,,169,46,1,0.128634,False
13.0,0.807831,3,1,5.0,500000.0,230,179,50,2,0.051397,False
14.0,0.779596,2,1,5.0,500000.0,,176,47,2,0.241779,False
14.0,0.779596,3,1,5.0,500000.0,196,152,62,1,0.020798,False
15.0,0.75,2,1,5.0,500000.0,,168,66,5,0.450938,False
15.0,0.75,3,1,5.0,500000.0,231,184,58,1,0.021645,False
16.0,0.719186,2,1,5.0,500000.0,,162,82,5,0.376393,False
16.0,0.719186,3,1,5.0,500000.0,220,144,62,1,0.024642,False
17.0,0.687303,2,1,5.0,500000.0,,146,67,1,0.102229,False
17.0,0.687303,3,1,5.0,500000.0,209,145,73,2,0.03949,False
18.0,0.654508,2,1,5.0,500000.0,,159,70,2,0.179695,False
18.0,0.654508,3,1,5.0,500000.0,226,154,95,3,0.046343,False
19.0,0.620961,2,1,5.0,500000.0,,156,85,2,0.15083,False
19.0,0.620961,3,1,5.0,500000.0,245,162,91,1,0.016619,False
20.0,0.586824,2,1,5.0,500000.0,,143,86,3,0.243942,False
20.0,0.586824,3,1,5.0,500000.0,202,134,75,1,0.0201,False
21.0,0.552264,2,1,5.0,500000.0,,126,105,3,0.226757,False
21.0,0.552264,3,1,5.0,500000.0,214,121,102,0,0.0,False
22.0,0.51745,2,1,5.0,500000.0,,105,110,0,0.0,False
22.0,0.51745,3,1,5.0,500000.0,215,111,118,2,0.032829,False
23.0,0.48255,2,1,5.0,500000.0,,117,121,2,0.141273,False
23.0,0.48255,3,1,5.0,500000.0,234,123,128,0,0.0,False
24.0,0.447736,2,1,5.0,500000.0,,118,122,1,0.069464,False
24.0,0.447736,3,1,5.0,500000.0,225,112,128,2,0.03139,False
25.0,0.413176,2,1,5.0,500000.0,,85,127,1,0.092635,False
25.0,0.413176,3,1,5.0,500000.0,214,94,106,0,0.0,False
26.0,0.379039,2,1,5.0,500000.0,,81,148,2,0.166834,False
26.0,0.379039,3,1,5.0,500000.0,199,89,115,2,0.038886,False
27.0,0.345492,2,1,5.0,500000.0,,92,132,3,0.247036,False
27.0,0.345492,3,1,5.0,500000.0,242,97,152,2,0.032827,False
28.0,0.312697,2,1,5.0,500000.0,,69,157,2,0.184621,False
28.0,0.312697,3,1,5.0,500000.0,236,99,136,2,0.035056,False
29.0,0.280814,2,1,5.0,500000.0,,49,154,2,0.265041,False
29.0,0.280814,3,1,5.0,500000.0,236,60,180,0,0.0,False
30.0,0.25,2,1,5.0,500000.0,,57,157,0,0.0,False
30.0,0.25,3,1,5.0,500000.0,217,65,159,0,0.0,False
31.0,0.220404,2,1,5.0,500000.0,,68,167,6,0.528355,False
31.0,0.220404,3,1,5.0,500000.0,221,59,174,2,0.043055,False
32.0,0.192169,2,1,5.0,500000.0,,46,181,2,0.240211,False
32.0,0.192169,3,1,5.0,500000.0,199,48,162,2,0.051183,False
33.0,0.165435,2,1,5.0,500000.0,,27,204,0,0.0,False
33.0,0.165435,3,1,5.0,500000.0,196,38,161,1,0.032037,False
34.0,0.14033,2,1,5.0,500000.0,,39,187,2,0.274236,False
34.0,0.14033,3,1,5.0,500000.0,227,56,182,4,0.089089,False
35.0,0.116978,2,1,5.0,500000.0,,34,195,1,0.15083,False
35.0,0.116978,3,1,5.0,500000.0,204,33,188,3,0.098646,False
36.0,0.095492,2,1,5.0,500000.0,,27,190,2,0.389864,False
36.0,0.095492,3,1,5.0,500000.0,197,31,178,1,0.035701,False
37.0,0.075976,2,1,5.0,500000.0,,20,212,1,0.235849,False
37.0,0.075976,3,1,5.0,500000.0,203,21,196,1,0.04932,False
38.0,0.058526,2,1,5.0,500000.0,,25,234,3,0.512821,False
38.0,0.058526,3,1,5.0,500000.0,195,13,193,0,0.0,False
39.0,0.043227,2,1,5.0,500000.0,,20,183,1,0.273224,False
39.0,0.043227,3,1,5.0,500000.0,210,15,200,0,0.0,False
40.0,0.030154,2,1,5.0,500000.0,,7,191,2,1.495886,False
40.0,0.030154,3,1,5.0,500000.0,223,9,219,0,0.0,False
41.0,0.019369,2,1,5.0,500000.0,,18,221,6,1.508296,False
41.0,0.019369,3,1,5.0,500000.0,205,17,210,2,0.114846,False
42.0,0.010926,2,1,5.0,500000.0,,12,237,2,0.703235,False
42.0,0.010926,3,1,5.0,500000.0,203,11,211,2,0.174925,False
43.0,0.004866,2,1,5.0,500000.0,,11,220,2,0.826446,False
43.0,0.004866,3,1,5.0,500000.0,211,9,200,3,0.351667,False
44.0,0.001218,2,1,5.0,500000.0,,11,218,3,1.251043,False
44.0,0.001218,3,1,5.0,500000.0,226,12,201,1,0.093698,False
45.0,0.0,2,1,5.0,500000.0,,11,226,2,0.804505,False
45.0,0.0,3,1,5.0,500000.0,235,5,232,2,0.405172,False
46.0,0.001218,2,1,5.0,500000.0,,6,198,1,0.841751,False
46.0,0.001218,3,1,5.0,500000.0,213,11,209,1,0.092649,False
47.0,0.004866,2,1,5.0,500000.0,,15,209,0,0.0,False
47.0,0.004866,3,1,5.0,500000.0,222,9,219,2,0.225266,False
48.0,0.010926,2,1,5.0,500000.0,,7,212,0,0.0,False
48.0,0.010926,3,1,5.0,500000.0,211,11,209,2,0.183558,False
49.0,0.019369,2,1,5.0,500000.0,,12,194,1,0.429553,False
49.0,0.019369,3,1,5.0,500000.0,203,10,199,1,0.10201,False
50.0,0.030154,2,1,5.0,500000.0,,16,214,1,0.292056,False
50.0,0.030154,3,1,5.0,500000.0,242,25,232,3,0.125172,False
51.0,0.043227,2,1,5.0,500000.0,,17,204,1,0.288351,False
51.0,0.043227,3,1,5.0,500000.0,221,13,211,2,0.161137,False
52.0,0.058526,2,1,5.0,500000.0,,13,185,2,0.831601,False
52.0,0.058526,3,1,5.0,500000.0,199,11,193,2,0.187471,False
53.0,0.075976,2,1,5.0,500000.0,,15,201,1,0.331675,False
53.0,0.075976,3,1,5.0,500000.0,218,24,201,1,0.045191,False
54.0,0.095492,2,1,5.0,500000.0,,23,200,1,0.217391,False
54.0,0.095492,3,1,5.0,500000.0,215,24,190,0,0.0,False
55.0,0.116978,2,1,5.0,500000.0,,42,168,2,0.283447,False
55.0,0.116978,3,1,5.0,500000.0,219,23,182,3,0.156952,False
56.0,0.14033,2,1,5.0,500000.0,,43,171,1,0.135999,False
56.0,0.14033,3,1,5.0,500000.0,213,43,183,0,0.0,False
57.0,0.165435,2,1,5.0,500000.0,,47,191,4,0.445583,False
57.0,0.165435,3,1,5.0,500000.0,205,39,161,4,0.130594,False
58.0,0.192169,2,1,5.0,500000.0,,41,173,0,0.0,False
58.0,0.192169,3,1,5.0,500000.0,213,48,186,3,0.071573,False
59.0,0.220404,2,1,5.0,500000.0,,53,192,3,0.294811,False
59.0,0.220404,3,1,5.0,500000.0,226,63,184,1,0.019496,False
60.0,0.25,2,1,5.0,500000.0,,59,175,4,0.387409,False
60.0,0.25,3,1,5.0,500000.0,222,67,159,0,0.0,False
61.0,0.280814,2,1,5.0,500000.0,,74,175,3,0.23166,False
61.0,0.280814,3,1,5.0,500000.0,216,68,157,3,0.060697,False
62.0,0.312697,2,1,5.0,500000.0,,76,142,0,0.0,False
62.0,0.312697,3,1,5.0,500000.0,198,72,128,4,0.085938,False
63.0,0.345492,2,1,5.0,500000.0,,73,151,1,0.090719,False
63.0,0.345492,3,1,5.0,500000.0,205,78,147,3,0.053637,False
64.0,0.379039,2,1,5.0,500000.0,,103,127,2,0.152894,False
64.0,0.379039,3,1,5.0,500000.0,205,88,121,1,0.019252,False
65.0,0.413176,2,1,5.0,500000.0,,110,132,1,0.068871,False
65.0,0.413176,3,1,5.0,500000.0,237,105,137,3,0.049426,False
66.0,0.447736,2,1,5.0,500000.0,,119,124,4,0.271076,False
66.0,0.447736,3,1,5.0,500000.0,228,119,112,1,0.017107,False
67.0,0.48255,2,1,5.0,500000.0,,104,124,2,0.155087,False
67.0,0.48255,3,1,5.0,500000.0,198,97,113,0,0.0,False
68.0,0.51745,2,1,5.0,500000.0,,128,112,1,0.069754,False
68.0,0.51745,3,1,5.0,500000.0,207,108,106,2,0.036164,False
69.0,0.552264,2,1,5.0,500000.0,,127,93,0,0.0,False
69.0,0.552264,3,1,5.0,500000.0,223,121,110,0,0.0,False
70.0,0.586824,2,1,5.0,500000.0,,144,90,3,0.231481,False
70.0,0.586824,3,1,5.0,500000.0,208,130,86,1,0.018605,False
71.0,0.620961,2,1,5.0,500000.0,,119,100,3,0.252101,False
71.0,0.620961,3,1,5.0,500000.0,223,146,81,1,0.018857,False
72.0,0.654508,2,1,5.0,500000.0,,140,78,2,0.18315,False
72.0,0.654508,3,1,5.0,500000.0,218,160,89,1,0.015309,False
73.0,0.687303,2,1,5.0,500000.0,,136,83,0,0.0,False
73.0,0.687303,3,1,5.0,500000.0,216,152,74,2,0.038407,False
74.0,0.719186,2,1,5.0,500000.0,,162,66,1,0.093528,False
74.0,0.719186,3,1,5.0,500000.0,227,163,56,1,0.024869,False
75.0,0.75,2,1,5.0,500000.0,,172,65,1,0.089445,False
75.0,0.75,3,1,5.0,500000.0,208,154,60,3,0.067532,False
76.0,0.779596,2,1,5.0,500000.0,,184,59,2,0.18423,False
76.0,0.779596,3,1,5.0,500000.0,214,167,64,5,0.100112,False
77.0,0.807831,2,1,5.0,500000.0,,174,50,1,0.114943,False
77.0,0.807831,3,1,5.0,500000.0,198,172,38,0,0.0,False
78.0,0.834565,2,1,5.0,500000.0,,201,46,1,0.108155,False
78.0,0.834565,3,1,5.0,500000.0,199,158,30,0,0.0,False
79.0,0.85967,2,1,5.0,500000.0,,188,52,2,0.204583,False
79.0,0.85967,3,1,5.0,500000.0,232,192,36,1,0.033565,False
80.0,0.883022,2,1,5.0,500000.0,,219,36,1,0.126839,False
80.0,0.883022,3,1,5.0,500000.0,224,200,28,1,0.04,False
81.0,0.904508,2,1,5.0,500000.0,,175,29,0,0.0,False
81.0,0.904508,3,1,5.0,500000.0,203,195,23,3,0.135786,False
82.0,0.924024,2,1,5.0,500000.0,,195,23,2,0.445931,False
82.0,0.924024,3,1,5.0,500000.0,243,221,29,2,0.075831,False
83.0,0.941474,2,1,5.0,500000.0,,224,17,1,0.262605,False
83.0,0.941474,3,1,5.0,500000.0,221,192,29,2,0.079382,False
84.0,0.956773,2,1,5.0,500000.0,,201,14,2,0.710732,False
84.0,0.956773,3,1,5.0,500000.0,221,208,15,3,0.2125,False
85.0,0.969846,2,1,5.0,500000.0,,217,22,1,0.209468,False
85.0,0.969846,3,1,5.0,500000.0,210,214,5,1,0.196262,False
86.0,0.980631,2,1,5.0,500000.0,,209,12,0,0.0,False
86.0,0.980631,3,1,5.0,500000.0,221,209,21,5,0.251766,False
87.0,0.989074,2,1,5.0,500000.0,,208,14,1,0.343407,False
87.0,0.989074,3,1,5.0,500000.0,228,226,10,1,0.100885,False
88.0,0.995134,2,1,5.0,500000.0,,205,14,1,0.348432,False
88.0,0.995134,3,1,5.0,500000.0,204,210,14,2,0.138776,False
89.0,0.998782,2,1,5.0,500000.0,,213,8,1,0.586854,False
89.0,0.998782,3,1,5.0,500000.0,244,255,15,3,0.191373,False
90.0,1.0,2,1,5.0,500000.0,,225,8,1,0.555556,False
90.0,1.0,3,1,5.0,500000.0,245,241,8,5,0.635373,False
91.0,0.998782,2,1,5.0,500000.0,,231,13,5,1.665002,False
91.0,0.998782,3,1,5.0,500000.0,200,206,9,3,0.323625,False
92.0,0.995134,2,1,5.0,500000.0,,211,18,3,0.789889,False
92.0,0.995134,3,1,5.0,500000.0,227,218,6,0,0.0,False
93.0,0.989074,2,1,5.0,500000.0,,229,15,1,0.291121,False
93.0,0.989074,3,1,5.0,500000.0,235,249,8,1,0.117972,False
94.0,0.980631,2,1,5.0,500000.0,,232,12,1,0.359195,False
94.0,0.980631,3,1,5.0,500000.0,229,222,10,0,0.0,False
95.0,0.969846,2,1,5.0,500000.0,,197,19,1,0.267165,False
95.0,0.969846,3,1,5.0,500000.0,217,221,13,3,0.226592,False
96.0,0.956773,2,1,5.0,500000.0,,219,17,0,0.0,False
96.0,0.956773,3,1,5.0,500000.0,233,220,20,1,0.052955,False
97.0,0.941474,2,1,5.0,500000.0,,185,15,1,0.36036,False
