Angulo_grados,Bs_trans_efectivo,Modo_Detectores,NumTest,CoinWin_ns,Tp_us,NG_testigo,NGT_transmitido,NGR_reflejado,NGTR_coincidencia_triple,g2_calculado,estadistica_insuficiente
0.0,1.0,2,1,5.0,500000.0,,235,8,2,1.06383,False
0.0,1.0,3,1,5.0,500000.0,212,209,9,3,0.338118,False
1.0,0.998782,2,1,5.0,500000.0,,204,11,0,0.0,False
1.0,0.998782,3,1,5.0,500000.0,199,208,9,3,0.31891,False
2.0,0.995134,2,1,5.0,500000.0,,221,8,2,1.131222,False
2.0,0.995134,3,1,5.0,500000.0,211,208,8,2,0.253606,False
3.0,0.989074,2,1,5.0,500000.0,,217,10,3,1.382488,False
3.0,0.989074,3,1,5.0,500000.0,223,213,13,3,0.241603,False
4.0,0.980631,2,1,5.0,500000.0,,202,19,2,0.521105,False
4.0,0.980631,3,1,5.0,500000.0,217,227,13,3,0.220603,False
5.0,0.969846,2,1,5.0,500000.0,,218,18,3,0.764526,False
5.0,0.969846,3,1,5.0,500000.0,226,219,14,0,0.0,False
6.0,0.956773,2,1,5.0,500000.0,,187,21,1,0.254647,False
6.0,0.956773,3,1,5.0,500000.0,213,205,20,1,0.051951,False
7.0,0.941474,2,1,5.0,500000.0,,203,22,2,0.447828,False
7.0,0.941474,3,1,5.0,500000.0,224,213,17,0,0.0,False
8.0,0.924024,2,1,5.0,500000.0,,201,19,0,0.0,False
8.0,0.924024,3,1,5.0,500000.0,222,203,29,2,0.07542,False
9.0,0.904508,2,1,5.0,500000.0,,209,23,1,0.20803,False
9.0,0.904508,3,1,5.0,500000.0,228,215,25,0,0.0,False
10.0,0.883022,2,1,5.0,500000.0,,193,22,0,0.0,False
10.0,0.883022,3,1,5.0,500000.0,233,202,30,1,0.038449,False
11.0,0.85967,2,1,5.0,500000.0,,179,42,1,0.133014,False
11.0,0.85967,3,1,5.0,500000.0,233,210,34,2,0.065266,False
12.0,0.834565,2,1,5.0,500000.0,,167,43,1,0.139256,False
12.0,0.834565,3,1,5.0,500000.0,230,192,48,3,0.07487,False
13.0,0.807831,2,1,5.0,500000.0,,165,45,0,0.0,False
13.0,0.807831,3,1,5.0,500000.0,223,182,52,0,0.0,False
14.0,0.779596,2,1,5.0,500000.0,,158,72,2,0.175809,False
14.0,0.779596,3,1,5.0,500000.0,220,172,60,0,0.0,False
15.0,0.75,2,1,5.0,500000.0,,156,60,1,0.106838,False
15.0,0.75,3,1,5.0,500000.0,227,174,66,1,0.019767,False
16.0,0.719186,2,1,5.0,500000.0,,132,67,1,0.113071,False
16.0,0.719186,3,1,5.0,500000.0,197,159,61,2,0.040623,False
17.0,0.687303,2,1,5.0,500000.0,,143,79,2,0.177038,False
17.0,0.687303,3,1,5.0,500000.0,231,173,80,2,0.033382,False
18.0,0.654508,2,1,5.0,500000.0,,152,96,1,0.068531,False
18.0,0.654508,3,1,5.0,500000.0,210,134,86,2,0.036446,False
19.0,0.620961,2,1,5.0,500000.0,,144,100,2,0.138889,False
19.0,0.620961,3,1,5.0,500000.0,224,141,96,0,0.0,False
20.0,0.586824,2,1,5.0,500000.0,,128,104,3,0.225361,False
20.0,0.586824,3,1,5.0,500000.0,210,125,90,0,0.0,False
21.0,0.552264,2,1,5.0,500000.0,,109,94,3,0.292797,False
21.0,0.552264,3,1,5.0,500000.0,241,122,114,1,0.017328,False
22.0,0.51745,2,1,5.0,500000.0,,141,93,2,0.15252,False
22.0,0.51745,3,1,5.0,500000.0,227,118,118,2,0.032606,False
23.0,0.48255,2,1,5.0,500000.0,,118,119,1,0.071215,False
23.0,0.48255,3,1,5.0,500000.0,212,114,103,2,0.03611,False
